taxa	NGP_WH_1h_l2FC	NGP_InH_1h_l2FC	NGP_flg22H_1h_l2FC	NGP_WH_6h_l2FC	NGP_InH_6h_l2FC	NGP_flg22H_6h_l2FC
Vigun08g166500	0.24	0.11	-0.26	-0.32	-0.56	-0.02
Vigun02g023300	-0.38	-0.38	-0.26	-1.43	-1.69	-0.29
Vigun03g243000	-0.47	-0.42	-0.26	-0.07	-0.30	-0.28
Vigun02g060200	-1.39	-1.45	-0.26	0.10	-0.36	-0.39
Vigun10g095200	0.46	0.61	-0.26	-0.18	-0.72	-0.90
Vigun09g048600	-1.20	-1.72	-0.26	-2.55	-3.81	-1.09
Vigun09g213100	1.78	0.50	-0.26	2.36	1.69	-0.20
Vigun03g440500	3.17	3.12	-0.26	0.17	0.27	0.34
Vigun01g183400	0.06	-0.15	-0.26	0.55	0.69	-0.04
Vigun10g062300	1.64	1.61	-0.26	1.34	1.31	0.35
Vigun02g156200	-0.06	-0.14	-0.26	-0.04	-0.03	-0.58
Vigun11g154100	0.18	-0.01	-0.26	0.43	0.34	-0.23
Vigun01g239200	-1.43	-1.87	-0.26	-1.67	-2.60	-0.60
Vigun06g221100	-0.10	0.00	-0.26	0.85	0.97	0.46
Vigun05g116800	-0.23	-0.30	-0.26	-2.34	-1.88	0.19
Vigun01g098500	0.48	0.18	-0.26	-0.30	-1.43	-1.06
Vigun07g131300	-0.64	-0.78	-0.26	-1.23	-1.56	-0.04
Vigun10g081500	-0.53	-0.86	-0.26	-0.52	-0.85	-0.32
Vigun02g113200	0.08	-0.59	-0.26	0.39	0.12	-0.25
Vigun01g119200	0.76	0.56	-0.26	-0.58	-1.63	-0.66
Vigun03g050100	-0.52	-0.88	-0.26	-1.38	-1.57	-0.34
Vigun08g085700	-1.04	-1.33	-0.26	-1.84	-2.27	-0.51
Vigun03g343600	2.43	2.35	-0.26	2.62	2.04	-0.47
Vigun05g099850	-0.25	-0.84	-0.26	-1.02	-1.13	0.14
Vigun06g161300	-0.28	-0.36	-0.26	-0.76	-1.50	-0.30
Vigun04g011200	0.72	0.42	-0.26	-0.53	-0.89	-0.35
Vigun02g069300	-2.00	-2.51	-0.26	-1.12	-1.51	-0.47
Vigun07g087000	0.92	0.86	-0.26	1.38	1.22	-0.06
Vigun02g063000	0.15	-0.03	-0.26	-0.39	-1.44	-0.51
Vigun09g053850	0.15	-0.01	-0.26	0.18	0.01	-0.16
Vigun03g449250	0.96	0.80	-0.26	0.68	0.95	0.34
Vigun04g116800	0.24	-0.11	-0.26	1.40	0.96	-0.40
Vigun11g111800	8.57	8.59	-0.26	4.34	4.33	0.08
Vigun06g144033	-0.95	-1.51	-0.26	-0.49	-0.58	-0.15
Vigun09g054400	6.41	6.55	-0.26	1.68	1.50	0.18
Vigun07g197900	-0.32	-0.45	-0.26	-1.75	-2.19	-0.44
Vigun05g185700	-0.32	-0.70	-0.26	-1.58	-2.38	-0.66
Vigun07g154901	-0.28	-0.92	-0.26	-0.40	-0.18	0.07
Vigun10g041200	-0.92	-1.38	-0.26	-2.24	-3.12	-0.43
Vigun08g023950	-0.27	-0.28	-0.26	-1.64	-2.30	-0.77
Vigun05g283600	3.78	3.39	-0.26	3.68	3.29	0.13
Vigun03g395200	-0.42	-0.70	-0.26	0.25	0.10	-0.34
Vigun04g134701	0.41	0.44	-0.26	1.66	1.88	0.04
Vigun03g287600	0.00	-0.22	-0.26	-0.33	-0.62	-0.28
Vigun10g065800	-0.16	-0.29	-0.26	-0.02	0.15	-0.31
Vigun08g016100	-0.61	-0.81	-0.26	0.16	0.16	0.12
Vigun03g323800	-0.27	-0.44	-0.26	-0.78	-1.22	-0.45
Vigun08g168000	0.91	0.73	-0.26	0.13	-0.45	-0.55
Vigun04g073550	-0.24	-1.14	-0.26	-0.43	-2.10	-0.83
Vigun05g109300	-0.67	-1.07	-0.26	-0.55	-0.93	-0.29
Vigun01g186100	-1.14	-1.61	-0.26	-0.77	-1.40	-0.45
Vigun03g013800	0.89	0.36	-0.26	-1.67	-2.47	-0.54
Vigun09g007100	1.37	1.26	-0.26	-0.26	-1.05	-0.15
Vigun08g161400	0.64	0.45	-0.26	1.81	1.58	-0.26
Vigun04g025800	-0.65	-0.71	-0.26	0.00	-0.80	-0.43
Vigun06g122500	-0.72	-1.13	-0.26	-2.23	-3.69	-0.81
Vigun07g282400	0.69	0.47	-0.26	-0.23	-0.31	0.01
Vigun03g195900	-0.26	-0.66	-0.26	-1.03	-1.48	-0.43
Vigun07g028900	0.38	0.09	-0.26	0.49	0.43	-0.01
Vigun03g278000	3.68	3.69	-0.26	1.06	1.57	0.10
Vigun05g278600	2.11	2.00	-0.26	-0.80	-2.15	0.27
Vigun08g105000	1.66	1.55	-0.26	-1.06	-0.87	-0.09
Vigun10g131100	0.26	-0.15	-0.26	-0.74	-1.28	-0.31
Vigun11g217800	0.40	0.21	-0.26	1.82	1.49	-0.24
Vigun10g063400	0.51	0.55	-0.26	-0.18	-0.14	0.23
Vigun09g176900	0.48	0.18	-0.26	0.21	-0.04	0.02
Vigun11g169800	1.28	1.00	-0.26	1.70	1.39	-0.28
Vigun05g013800	-1.39	-1.99	-0.26	-2.13	-3.08	-0.57
Vigun03g426600	-0.56	-0.85	-0.26	-0.92	-1.41	-0.41
Vigun03g392800	-0.12	-0.32	-0.26	-0.83	-1.10	-0.22
Vigun06g164200	-0.06	-0.35	-0.26	-1.00	-1.41	-0.39
Vigun10g147100	-0.24	-0.35	-0.26	-0.41	-0.63	-0.21
Vigun11g115900	-0.04	-0.26	-0.26	0.32	0.12	-0.34
Vigun09g206400	2.80	3.19	-0.26	2.90	3.01	-0.12
Vigun07g136200	1.35	1.25	-0.26	0.53	0.43	-0.11
Vigun06g124900	-0.34	-0.69	-0.26	-0.62	-0.81	-0.31
Vigun11g105000	0.03	-0.24	-0.26	-0.02	-0.34	-0.39
Vigun03g368700	-0.10	-0.35	-0.26	0.44	-0.01	-0.41
Vigun11g120600	-0.24	-0.48	-0.26	-0.86	-1.32	-0.39
Vigun06g221800	0.28	0.05	-0.26	-0.29	-0.62	-0.12
Vigun08g154900	0.05	-0.14	-0.26	0.73	0.49	-0.16
Vigun01g146400	1.89	2.14	-0.26	1.89	1.65	-0.18
Vigun09g082050	0.16	-0.07	-0.26	-0.25	-0.72	-0.34
Vigun06g054700	-0.97	-1.30	-0.26	-1.27	-1.61	-0.61
Vigun03g375900	-0.28	-0.56	-0.26	-0.50	-0.86	-0.38
Vigun05g072800	-0.49	-0.65	-0.26	-0.64	-0.66	-0.21
Vigun03g191200	-0.10	-0.33	-0.26	-0.03	-0.40	-0.14
Vigun06g149500	2.08	1.92	-0.26	-2.01	-3.42	-0.14
Vigun02g024600	0.88	0.62	-0.26	-0.68	-0.86	-0.17
Vigun06g121100	0.49	-0.96	-0.26	2.50	0.03	-3.37
Vigun11g182600	-0.36	-1.99	-0.26	-0.97	-1.72	0.37
Vigun11g170600	1.00	0.81	-0.26	0.17	0.02	-0.05
Vigun03g209000	-0.88	-1.29	-0.26	-0.86	-1.42	-0.38
VigunL025300	-0.22	-2.00	-0.26	-0.14	-3.52	-1.58
Vigun03g062050	-0.32	-0.55	-0.26	-0.90	-1.46	-0.45
Vigun01g159401	-2.32	-2.52	-0.26	-2.35	-3.20	-0.65
Vigun05g052500	-0.33	-0.56	-0.26	-0.84	-0.90	-0.09
Vigun11g222000	-0.99	-1.29	-0.26	-1.28	-1.80	-0.50
Vigun07g212800	3.27	3.10	-0.26	-0.08	-0.18	0.17
Vigun01g135900	0.44	0.38	-0.26	1.41	1.64	0.20
Vigun01g221100	1.67	1.51	-0.26	3.09	3.99	0.43
Vigun01g128200	-0.02	-0.18	-0.26	0.15	-0.10	-0.20
Vigun08g105766	-0.50	-0.45	-0.26	-0.79	-1.47	0.21
Vigun08g183000	0.16	-0.12	-0.26	0.47	-0.01	-0.41
Vigun03g208500	-0.71	-0.96	-0.26	-1.89	-2.31	-0.42
Vigun01g212900	-0.27	-0.45	-0.26	-1.26	-1.47	-0.52
Vigun03g260900	-0.50	-0.86	-0.26	2.09	1.84	-0.35
Vigun02g048050	2.49	2.82	-0.26	-0.60	-0.69	1.23
Vigun10g191300	0.79	0.41	-0.26	2.18	2.71	0.18
Vigun08g062800	-0.34	-0.69	-0.26	-0.71	-1.01	-0.19
Vigun06g234200	0.70	0.56	-0.26	-0.15	0.03	-0.22
Vigun01g187200	5.78	5.39	-0.26	1.83	2.74	0.03
Vigun02g114500	5.57	5.42	-0.26	0.12	0.03	0.47
Vigun02g135150	0.97	1.20	-0.26	1.10	1.51	-0.05
Vigun10g197100	-1.07	-1.31	-0.26	0.55	1.04	0.10
Vigun11g152000	0.24	0.04	-0.26	1.87	1.51	-0.32
Vigun06g199500	-0.47	-1.04	-0.26	-0.18	-1.33	-0.23
Vigun03g289301	3.54	3.92	-0.26	6.12	6.64	-0.28
Vigun08g156000	0.11	-0.11	-0.26	-1.19	-1.04	0.08
Vigun04g198500	-1.38	-1.81	-0.26	-1.96	-3.53	-0.61
VigunL060600	-0.61	-0.61	-0.26	-1.16	-1.27	0.28
Vigun06g070650	-0.18	-0.37	-0.26	-0.52	-0.74	0.12
Vigun05g196500	0.47	0.39	-0.26	-0.07	-0.41	-0.50
Vigun10g162400	-0.56	-0.70	-0.26	-0.19	-0.55	-0.36
Vigun11g031400	0.00	-0.25	-0.26	-1.01	-2.03	-1.18
Vigun05g091600	0.91	0.26	-0.26	1.05	1.27	-0.18
Vigun08g119000	-1.53	-1.51	-0.26	-1.06	-1.24	-0.34
Vigun07g064000	-0.53	-0.63	-0.26	-0.26	-0.28	0.20
Vigun02g123700	0.33	-0.65	-0.26	-2.02	-3.33	-0.42
Vigun09g059100	-1.64	-1.99	-0.26	-0.67	-1.07	-0.35
Vigun03g195200	-0.90	-1.44	-0.26	-0.30	-0.67	-0.12
Vigun04g124200	0.45	0.18	-0.26	-0.85	-1.60	-0.10
Vigun05g295900	-0.82	-1.31	-0.26	-2.22	-3.49	-0.71
Vigun03g229400	0.41	0.48	-0.26	-1.19	-1.73	-0.48
Vigun02g013650	-0.74	-1.49	-0.26	-0.34	1.25	0.80
Vigun09g273500	-1.17	-1.39	-0.26	-1.99	-2.28	-0.31
Vigun06g017300	-0.79	-1.31	-0.26	-1.91	-2.81	-0.33
Vigun03g122800	-0.18	-0.34	-0.26	0.05	-0.08	-0.19
Vigun11g069200	-0.35	-0.75	-0.26	-1.82	-2.16	0.36
Vigun06g135300	-0.08	-0.25	-0.26	-0.39	-0.61	-0.22
Vigun09g117400	-0.23	-0.49	-0.26	-0.56	-0.89	-0.23
Vigun06g154800	-0.81	-1.09	-0.26	1.64	0.79	-0.47
Vigun06g030800	-0.04	0.00	-0.26	-0.31	-0.35	-0.10
Vigun03g360700	0.85	0.70	-0.26	-0.05	0.60	0.07
Vigun10g188000	2.43	2.43	-0.26	1.18	0.95	-0.12
Vigun07g151600	1.12	1.07	-0.26	-0.31	-0.64	-0.33
Vigun05g291200	-1.80	-2.49	-0.26	-0.06	-0.83	-0.78
Vigun07g004900	0.52	0.28	-0.26	1.87	1.41	-0.37
Vigun01g037200	-0.90	-1.16	-0.26	-1.50	-1.97	-0.30
Vigun06g144700	-0.64	-0.78	-0.26	-0.54	-0.59	0.03
Vigun03g168600	-0.19	-0.36	-0.26	0.30	0.07	-0.23
Vigun02g189800	0.12	-0.15	-0.26	0.00	-0.02	0.11
Vigun01g211300	0.26	0.63	-0.26	2.14	1.72	-0.14
Vigun02g123300	-0.30	-0.68	-0.26	-0.39	-0.74	-0.23
Vigun08g203400	-0.19	0.01	-0.26	-1.20	-2.01	-0.76
Vigun01g081300	0.19	-0.04	-0.26	1.05	0.57	-0.38
Vigun05g099300	-0.45	-0.78	-0.26	-0.68	-1.33	-0.42
Vigun07g032100	-1.20	-1.76	-0.26	-0.40	-0.76	-0.52
Vigun10g045600	0.44	0.14	-0.27	0.78	0.56	-0.21
Vigun06g107600	3.81	3.65	-0.27	0.58	1.24	0.85
Vigun06g198300	-0.76	-1.98	-0.27	-1.48	-2.48	-0.49
Vigun01g054300	-0.36	-0.73	-0.27	-0.97	-1.31	-0.18
Vigun07g049900	-0.02	-0.21	-0.27	-0.13	-0.58	-0.37
Vigun08g048700	1.68	-0.96	-0.27	-1.35	-0.12	2.08
Vigun06g139300	4.17	4.62	-0.27	1.85	0.95	-0.44
Vigun03g243700	1.13	1.18	-0.27	-0.36	-0.26	0.36
Vigun05g084200	0.94	0.46	-0.27	-0.54	-0.56	0.37
Vigun08g097200	-0.64	-0.93	-0.27	-0.67	-1.43	-0.50
Vigun02g150400	-0.19	-0.15	-0.27	-0.24	0.51	-0.01
Vigun03g084100	0.67	0.45	-0.27	1.68	0.82	1.07
Vigun05g078500	-0.05	-0.11	-0.27	-0.79	-0.62	0.09
Vigun10g188800	-1.77	-1.81	-0.27	1.15	0.60	-0.50
Vigun06g177900	-2.24	-4.07	-0.27	-2.32	-3.90	-0.73
Vigun03g041700	0.22	0.09	-0.27	1.58	1.19	-0.38
Vigun03g181300	0.31	0.20	-0.27	0.65	0.17	-0.37
Vigun01g196500	4.76	4.38	-0.27	-0.16	-0.52	0.19
Vigun03g323600	-0.29	-0.44	-0.27	-0.72	-1.31	-0.33
Vigun03g230100	-0.24	-0.55	-0.27	-0.62	-0.93	-0.47
Vigun02g122000	-0.82	-1.19	-0.27	-2.47	-3.76	-0.72
Vigun02g097766	3.56	3.20	-0.27	-0.22	-0.85	0.28
Vigun05g302900	-0.54	-0.74	-0.27	-1.33	-1.15	0.41
Vigun05g052300	3.62	3.21	-0.27	2.41	2.09	-2.56
Vigun06g151600	0.23	0.11	-0.27	-2.02	-3.70	-0.75
Vigun01g225900	-0.51	-0.74	-0.27	-3.97	-5.17	0.09
Vigun03g330100	-0.51	-2.10	-0.27	-1.86	-1.93	0.77
Vigun03g040500	5.46	5.41	-0.27	2.56	2.62	0.24
Vigun09g023100	0.03	-0.25	-0.27	-0.06	-0.38	-0.29
Vigun07g211300	0.20	-0.02	-0.27	-0.01	-0.28	-0.30
Vigun02g145900	-0.05	-0.31	-0.27	-1.20	-1.91	-0.56
Vigun04g147000	0.39	0.24	-0.27	0.77	0.14	0.78
Vigun08g100900	-0.55	-0.94	-0.27	-0.65	-0.46	0.14
Vigun07g046400	-0.36	-0.54	-0.27	-0.25	0.73	0.11
Vigun10g153800	-1.83	-1.91	-0.27	-2.03	-2.65	-0.12
Vigun08g216400	1.98	1.55	-0.27	-0.11	0.41	0.32
Vigun08g174800	-0.66	-0.83	-0.27	-0.88	-1.50	-0.47
Vigun10g194700	1.06	0.90	-0.27	0.49	0.28	-0.17
Vigun03g332900	-2.02	-2.35	-0.27	-2.69	-4.44	-0.28
Vigun02g182400	0.22	0.00	-0.27	-1.45	-1.93	-0.32
Vigun02g106700	1.89	2.26	-0.27	0.12	-0.69	-0.98
Vigun03g104700	7.63	7.70	-0.27	8.03	8.99	1.32
Vigun09g188600	-0.75	-1.12	-0.27	-1.96	-3.07	-0.90
Vigun08g108900	3.47	2.21	-0.27	2.81	1.34	-0.67
Vigun04g100300	-0.76	-1.03	-0.27	-0.84	-2.14	-0.49
Vigun02g166000	0.09	-0.13	-0.27	1.08	0.64	-0.42
Vigun08g186600	-0.63	-0.80	-0.27	-1.07	-1.08	-0.06
Vigun08g209500	0.35	-0.06	-0.27	-0.29	-0.74	-0.10
Vigun02g153100	1.54	1.65	-0.27	-0.54	-0.85	-0.24
Vigun03g430600	-1.36	-3.11	-0.27	-1.87	-2.62	0.17
Vigun07g022500	1.02	0.78	-0.27	0.48	0.32	-0.11
Vigun07g013100	0.96	1.04	-0.27	-0.97	-1.30	-0.54
Vigun05g040700	0.83	0.66	-0.27	-1.01	-2.25	0.01
Vigun04g109400	-0.43	-0.84	-0.27	-1.55	-2.19	-0.51
Vigun11g124900	-0.58	-0.85	-0.27	-1.19	-1.45	-0.24
Vigun05g011000	-0.33	-0.59	-0.27	-0.80	-1.30	-0.39
Vigun02g060800	-0.39	-0.38	-0.27	-0.30	-0.18	-0.07
Vigun03g210600	4.16	4.03	-0.27	0.92	1.28	-0.05
Vigun08g052533	1.77	2.12	-0.27	-2.23	-0.62	2.60
Vigun07g271000	3.93	3.89	-0.27	0.84	0.96	-0.08
Vigun06g102300	-0.20	-0.59	-0.27	-0.03	-0.70	-0.45
Vigun10g149600	0.12	-0.17	-0.27	0.33	-0.02	-0.30
Vigun09g263700	0.16	-0.17	-0.27	-0.29	-0.50	-0.14
Vigun10g057700	0.73	0.65	-0.27	2.61	2.44	-0.09
Vigun02g139100	-0.25	-0.52	-0.27	0.74	2.20	1.29
Vigun06g067500	0.75	0.71	-0.27	-0.66	-1.07	-0.37
Vigun08g115200	-2.64	-3.15	-0.27	-0.86	-1.25	-0.29
Vigun06g146200	-0.85	-1.14	-0.27	-1.02	-1.02	0.10
Vigun03g339050	-0.36	-0.19	-0.27	-0.43	-0.79	-0.07
Vigun03g369200	-0.14	-0.40	-0.27	-1.04	-1.24	-0.14
Vigun11g215500	-0.47	-0.77	-0.27	-1.32	-1.51	-0.08
Vigun05g192100	-0.43	-0.65	-0.27	-0.71	-1.12	-0.29
Vigun11g179300	1.22	1.32	-0.27	-0.91	-1.06	-0.15
Vigun11g023300	0.19	-0.13	-0.27	-0.50	-0.40	0.38
Vigun09g153900	1.41	1.27	-0.27	1.14	0.65	-0.35
Vigun07g206500	-0.44	-0.82	-0.27	-1.32	-1.58	-0.21
VigunL027600	-1.83	-2.55	-0.27	-2.65	-2.85	1.29
Vigun05g064500	-0.24	-0.45	-0.27	-0.65	-0.69	0.01
Vigun02g018300	-0.39	-0.90	-0.27	-0.61	-1.09	-0.46
Vigun09g135000	0.24	-0.31	-0.27	2.84	2.84	0.65
Vigun06g196600	-0.36	-0.68	-0.27	-0.65	-0.37	-0.02
Vigun08g077000	-0.69	-1.23	-0.27	-1.52	-2.33	-0.30
Vigun03g372300	-0.49	-0.86	-0.27	-2.70	-3.54	-0.45
Vigun04g149400	-0.26	-0.66	-0.27	-1.03	-1.36	-0.28
Vigun03g292800	-1.32	-1.47	-0.27	-0.97	-3.39	-0.61
Vigun10g109700	-0.89	-1.19	-0.27	-0.52	-0.85	-0.32
Vigun08g048000	8.39	8.25	-0.27	4.17	3.72	0.50
Vigun11g137600	-0.16	-0.36	-0.27	-0.04	-0.19	-0.08
Vigun10g060600	0.63	0.51	-0.27	-0.07	-0.19	-0.12
Vigun10g152900	-0.10	-1.09	-0.27	-1.35	-1.80	1.09
Vigun04g179100	0.22	-0.17	-0.27	-2.20	-3.18	-0.85
Vigun01g220100	0.26	0.10	-0.27	-0.07	-0.35	-0.23
Vigun01g155600	-1.54	-2.07	-0.27	-1.66	-2.18	-0.25
Vigun03g413200	0.06	-0.02	-0.27	-0.84	-1.12	-0.31
Vigun04g092200	0.23	0.17	-0.27	1.18	1.05	0.00
Vigun07g212100	0.48	0.43	-0.27	0.92	0.90	-0.04
Vigun05g016300	0.56	0.44	-0.27	-0.42	-0.49	0.25
Vigun08g118500	-1.75	-2.26	-0.27	-0.76	-1.06	-0.94
Vigun03g153200	0.12	-0.14	-0.27	0.55	-0.06	-0.31
Vigun02g051201	0.55	0.36	-0.27	0.60	0.47	-0.04
Vigun04g202000	0.28	0.05	-0.27	1.03	1.75	0.68
Vigun09g067900	0.64	0.55	-0.27	-1.20	-1.27	0.01
Vigun05g027800	-0.32	-0.85	-0.27	0.14	0.05	0.10
Vigun07g284500	0.79	0.49	-0.27	0.02	-0.47	-0.32
Vigun06g175400	-0.27	-0.52	-0.27	-0.86	-1.00	-0.30
Vigun03g211900	0.01	-0.27	-0.27	-0.47	-0.91	-0.36
Vigun06g064300	0.74	0.57	-0.27	0.27	-0.01	-0.14
Vigun05g060100	5.34	5.25	-0.27	3.41	4.27	1.56
Vigun09g254700	0.04	-0.25	-0.27	0.37	0.49	0.09
Vigun04g004800	-0.09	-0.44	-0.27	0.18	-0.50	-0.51
Vigun09g143100	6.43	6.10	-0.27	0.23	0.82	1.02
Vigun11g034300	-0.91	-1.16	-0.27	-1.39	-1.77	-0.23
Vigun03g011000	-0.21	-0.51	-0.27	-0.18	-0.76	-0.51
Vigun07g173000	2.65	3.09	-0.27	-0.42	-1.09	-0.04
Vigun07g142300	2.66	2.51	-0.27	0.45	0.61	0.24
Vigun04g197600	5.78	5.16	-0.27	0.83	1.34	-1.69
Vigun11g086100	0.64	0.36	-0.27	-1.61	-2.19	-0.12
Vigun11g101600	-0.30	-0.62	-0.27	-1.30	-1.40	0.40
Vigun09g264000	-0.18	-0.30	-0.27	-0.24	-0.35	-0.11
Vigun09g270600	-0.23	-0.46	-0.27	-1.87	-1.93	0.00
Vigun02g029600	2.12	1.89	-0.27	-0.57	-0.92	0.23
Vigun05g054600	0.14	-0.12	-0.27	-0.87	-1.32	-0.37
Vigun10g078600	-0.09	-0.42	-0.27	-0.88	-1.50	-0.42
Vigun04g008100	0.52	0.40	-0.27	1.36	1.59	0.13
Vigun11g191700	0.99	0.76	-0.27	0.93	0.68	-0.06
Vigun07g170800	-0.90	-0.92	-0.27	-2.19	-3.31	-0.81
Vigun03g261400	0.39	0.30	-0.27	0.59	0.45	-0.06
Vigun07g141800	-0.01	-0.28	-0.27	-0.73	-1.02	-0.13
Vigun08g027100	-0.94	-1.17	-0.27	-1.73	-1.95	-0.35
Vigun03g223600	-0.23	-0.26	-0.27	-0.31	-0.06	0.01
Vigun01g190950	0.21	-0.51	-0.27	0.98	0.57	-0.46
Vigun08g050900	3.77	3.57	-0.27	0.37	0.37	-0.06
Vigun11g198800	-1.93	-2.40	-0.27	-0.15	-0.81	-0.41
Vigun08g026900	0.23	-0.13	-0.27	-1.21	-1.80	-0.27
Vigun07g132800	0.33	0.12	-0.27	0.41	0.12	-0.25
Vigun07g180700	-0.43	-1.29	-0.27	-0.72	-1.84	-0.80
Vigun03g116800	0.71	0.56	-0.27	0.30	0.59	0.30
Vigun01g121600	1.57	1.58	-0.27	-0.54	1.36	0.70
Vigun05g281500	-1.37	-1.52	-0.27	-1.47	-1.70	-0.85
Vigun11g206000	-0.56	-1.52	-0.27	-1.75	-2.79	-0.90
Vigun01g107500	-1.68	-2.11	-0.27	-0.18	-0.14	-0.28
Vigun01g254400	-1.16	-1.44	-0.27	-1.30	-1.21	-0.78
Vigun02g197100	6.14	6.14	-0.27	2.85	4.45	0.41
Vigun10g148300	0.70	0.96	-0.27	-0.86	-1.75	-0.27
Vigun03g126500	-0.28	0.11	-0.27	-0.32	-0.45	-0.27
Vigun01g151400	1.27	1.82	-0.27	2.48	2.48	-0.09
Vigun04g194000	0.76	0.45	-0.27	-0.81	-1.19	-0.29
Vigun07g217500	-1.08	-1.60	-0.27	-2.41	-4.79	-1.11
Vigun05g292625	-0.35	-0.51	-0.27	-0.61	-0.78	-0.16
Vigun09g039900	0.75	0.77	-0.27	-0.42	-0.69	-0.20
Vigun11g208500	-0.85	-1.20	-0.27	-0.95	-1.30	-0.25
Vigun10g151500	1.97	2.53	-0.27	-0.16	-1.74	-0.46
Vigun05g190800	1.59	1.48	-0.27	-1.05	-2.05	-0.91
Vigun07g139300	3.97	3.55	-0.27	-0.88	-0.40	0.74
Vigun04g129100	0.60	0.53	-0.27	-2.06	-2.21	-0.16
Vigun01g122100	3.96	3.86	-0.27	5.42	6.20	0.86
Vigun03g412600	5.62	5.67	-0.27	5.35	5.51	0.12
Vigun09g033400	0.41	0.19	-0.27	0.59	0.36	-0.24
Vigun04g093700	-0.11	-0.25	-0.27	0.57	0.78	-0.01
Vigun04g171600	0.29	0.19	-0.27	0.25	0.08	-0.17
Vigun06g022500	1.82	1.83	-0.27	0.64	0.14	-0.62
Vigun06g220000	1.08	0.77	-0.27	1.22	0.49	-0.24
Vigun06g068600	-0.19	-0.39	-0.27	-0.41	-0.91	-0.40
Vigun09g008200	0.09	0.34	-0.27	-1.77	-2.49	-0.32
Vigun04g056500	0.03	-0.16	-0.28	-0.30	-0.46	-0.20
Vigun07g229500	-0.75	-1.08	-0.28	-2.12	-3.72	-0.68
Vigun05g059800	-0.33	-0.42	-0.28	1.00	1.13	-0.62
Vigun06g033800	-0.18	-0.41	-0.28	0.03	-0.28	0.04
Vigun09g216700	-0.39	-0.78	-0.28	-1.77	-2.22	-0.36
Vigun11g152900	0.10	-0.19	-0.28	-0.21	-0.52	-0.37
Vigun10g147400	0.36	0.23	-0.28	-0.37	-0.93	-0.07
Vigun03g410900	4.24	4.46	-0.28	0.85	0.03	-1.00
Vigun03g088300	-0.15	-0.37	-0.28	-1.66	-2.39	-0.63
Vigun11g082800	5.17	4.93	-0.28	1.27	0.28	0.13
Vigun11g190600	0.39	0.20	-0.28	0.79	1.02	0.02
Vigun03g072300	-0.49	-0.63	-0.28	-0.61	-0.76	-0.08
Vigun06g237800	0.76	0.79	-0.28	0.00	-0.30	-0.03
Vigun05g143400	-0.49	-0.91	-0.28	-2.28	-4.00	-0.45
Vigun11g142700	0.04	-0.18	-0.28	0.02	-0.26	-0.24
Vigun08g113800	0.14	0.26	-0.28	0.33	0.19	0.09
Vigun05g050000	0.26	-0.02	-0.28	-1.84	-2.83	-0.83
Vigun11g148900	2.63	3.27	-0.28	0.94	1.46	0.71
Vigun01g059000	0.12	-0.15	-0.28	0.99	0.58	-0.21
Vigun05g191800	-0.43	-0.62	-0.28	-1.11	-1.01	0.14
Vigun03g020000	-0.50	-1.03	-0.28	-1.76	-2.90	-0.09
Vigun09g093200	-0.21	-0.37	-0.28	-0.14	-0.84	-0.51
Vigun09g065400	0.34	0.30	-0.28	0.96	0.52	-0.65
Vigun10g050700	-0.54	-0.94	-0.28	-1.17	-1.56	-0.31
Vigun09g190900	2.05	0.95	-0.28	-0.97	-0.05	0.49
Vigun11g159600	0.99	0.80	-0.28	-0.49	-0.77	-0.37
Vigun11g226200	-0.46	-0.93	-0.28	-0.95	-1.79	-0.70
Vigun10g165800	-0.77	-1.26	-0.28	-1.18	-1.86	-0.28
Vigun03g416000	0.26	0.04	-0.28	1.50	0.97	-0.43
Vigun06g216700	-0.47	-0.50	-0.28	-0.13	-0.30	0.03
Vigun08g117400	0.04	-0.32	-0.28	-0.45	-0.88	-0.38
Vigun01g065400	-2.00	-2.92	-0.28	-2.76	-5.69	-0.97
Vigun04g089000	-0.43	-0.74	-0.28	-0.64	-0.83	-0.38
Vigun09g068900	0.17	-0.08	-0.28	0.24	-0.05	-0.27
Vigun08g087100	0.36	0.14	-0.28	0.27	0.13	-0.17
Vigun05g278900	-0.71	-0.62	-0.28	-2.88	-4.19	0.27
Vigun07g234700	0.62	0.99	-0.28	-0.56	0.27	0.40
Vigun03g328200	-0.54	-1.05	-0.28	0.05	0.07	-0.30
Vigun09g085600	-1.89	-2.03	-0.28	-0.90	-0.97	-0.11
Vigun09g180000	-1.42	-1.57	-0.28	-2.25	-1.68	0.19
Vigun11g063600	-0.55	-0.72	-0.28	0.16	-0.09	-0.15
Vigun03g149100	-0.04	-0.35	-0.28	0.03	-0.38	-0.34
Vigun07g122500	-0.99	0.13	-0.28	-4.87	-4.23	-0.26
Vigun02g168300	6.06	6.03	-0.28	8.12	7.89	-0.06
Vigun03g018701	0.47	0.19	-0.28	-0.62	-0.91	0.02
Vigun07g222800	-1.18	-1.41	-0.28	-1.49	-2.48	-0.22
Vigun07g044766	-0.33	-0.77	-0.28	-0.71	-0.50	0.12
Vigun10g007400	1.04	0.71	-0.28	-0.82	-0.82	-0.39
Vigun08g052600	0.18	-0.16	-0.28	-0.96	-2.36	-0.06
Vigun03g385300	-1.06	-1.72	-0.28	-1.12	-3.00	0.03
Vigun08g003900	-1.17	-1.05	-0.28	-2.17	-2.99	-0.30
Vigun10g023000	1.47	1.35	-0.28	-1.17	-1.46	-0.20
